"","alpha","gamma","luce"
"luce",-0.012503884156988,2.03113518837555e-05,0.0119903843248297
"alpha",0.0138537102833565,-0.000521663830841049,-0.0153071045451537
"gamma",-0.000521663830841049,0.000620807690211747,0.00147719210001494
"luce",-0.0153071045451537,0.00147719210001494,0.027290211669834
"alpha",0.0262202774843679,-0.000678112243412267,-0.0192487693443261
"gamma",-0.000678112243412267,0.00152005845115175,0.00128262110027675
"luce",-0.0192487693443261,0.00128262110027675,0.0222284308776674
"alpha",0.0253340736122437,-0.00255532090812869,-0.0265641130247783
"gamma",-0.00255532090812869,0.0108988085724889,0.00166654233998711
"luce",-0.0265641130247783,0.00166654233998711,0.0516045417316666
"alpha",0.017263761164364,-0.000518904716780407,-0.0106591684923185
"gamma",-0.000518904716780407,0.0117935473903333,0.00025666189566737
"luce",-0.0106591684923185,0.00025666189566737,0.0260801042729058
"alpha",0.0292035009127175,-0.00151045119539719,-0.0297399711458037
"gamma",-0.00151045119539719,0.00334235329044806,0.00282990181254968
"luce",-0.0297399711458037,0.00282990181254968,0.0529810464556177
"alpha",0.00880451217744418,-0.00150083650907295,-0.0102737761552032
"gamma",-0.00150083650907295,0.00265911442130789,0.00156487140265228
"luce",-0.0102737761552032,0.00156487140265228,0.0227183757572976
"alpha",0.0114056487795735,0.00098713607660513,-0.00363647110866787
"gamma",0.00098713607660513,0.00927094719933507,0.00240126197820068
"luce",-0.00363647110866787,0.00240126197820068,0.0105323734539601
"alpha",0.00988412970806012,-0.00172633812916481,-0.0061522998787783
"gamma",-0.00172633812916481,0.0157425789907305,-0.000127606488147583
"luce",-0.0061522998787783,-0.000127606488147583,0.0236842527028501
"alpha",0.0179564334277319,0.00027776138377206,-0.0185136904018679
"gamma",0.00027776138377206,0.00305537181684918,0.000979244427572354
"luce",-0.0185136904018679,0.000979244427572354,0.0271435204854351
"alpha",0.0186145241089049,-0.000947389663103084,-0.0193946886010698
"gamma",-0.000947389663103084,0.00716603366406416,0.000316832480918912
"luce",-0.0193946886010698,0.000316832480918912,0.0374491084667132
"alpha",0.00462840213860707,-0.00142758602223996,-0.00461929045524444
"gamma",-0.00142758602223996,0.00491523961754828,0.000831247848937751
"luce",-0.00461929045524444,0.000831247848937751,0.0139197725654853
"alpha",0.0275783780771389,-0.00030280184515719,-0.0302058621793599
"gamma",-0.00030280184515719,0.00219724831401887,0.000927346824947817
"luce",-0.0302058621793599,0.000927346824947817,0.0404138896362492
"alpha",0.0208319435344681,0.00125596172547562,-0.0110986526941707
"gamma",0.00125596172547562,0.00593869411754292,0.00265306097098938
"luce",-0.0110986526941707,0.00265306097098938,0.0164269857335474
"alpha",0.0308452701782415,-0.00447225624789342,-0.0197843549289335
"gamma",-0.00447225624789342,0.0148958153516641,0.00126576510196094
"luce",-0.0197843549289335,0.00126576510196094,0.0229221301304935
"alpha",0.0153558279385898,-0.00124459525939234,-0.0184928671437922
"gamma",-0.00124459525939234,0.00119297361327489,0.00200229875149218
"luce",-0.0184928671437922,0.00200229875149218,0.0338747352501051
"alpha",0.0233545758618078,-0.00240505298409198,-0.0158454122200788
"gamma",-0.00240505298409198,0.0173332885031776,0.000575127198930874
"luce",-0.0158454122200788,0.000575127198930874,0.029383518628734
"alpha",0.0276696095443609,-0.00356819387021629,-0.0241399592354818
"gamma",-0.00356819387021629,0.0175661213273803,0.00101516260870642
"luce",-0.0241399592354818,0.00101516260870642,0.0447661096015826
"alpha",0.0141428167029319,-0.00309630516926803,-0.0169882394201933
"gamma",-0.00309630516926803,0.00678325214430255,0.00270284270785339
"luce",-0.0169882394201933,0.00270284270785339,0.0323610020192597
"alpha",0.025465172601224,-0.000713862708314285,-0.0251428244105722
"gamma",-0.000713862708314285,0.00803500910070015,0.00137488236336346
"luce",-0.0251428244105722,0.00137488236336346,0.0455208077332223
"alpha",0.0264704104349215,-0.000698265311327739,-0.019749137820943
"gamma",-0.000698265311327739,0.00889455233339364,0.000658774568465004
"luce",-0.019749137820943,0.000658774568465004,0.032370692074517
"alpha",0.00646031723708358,0.000388105467307923,-0.00476983991985698
"gamma",0.000388105467307923,0.00344752950293682,0.00153249104450039
"luce",-0.00476983991985698,0.00153249104450039,0.0138848184057053
"alpha",0.0323635799426521,-0.00431480330316345,-0.0336038912475857
"gamma",-0.00431480330316345,0.0141677622967791,0.00254647266679635
"luce",-0.0336038912475857,0.00254647266679635,0.0524878931027138
"alpha",0.00510651753870703,-0.00020830315910586,-0.00442449819240933
"gamma",-0.00020830315910586,0.000485505022286829,0.000550848226956463
"luce",-0.00442449819240933,0.000550848226956463,0.0103742774849187
"alpha",0.0234904668683236,-0.00329877285271183,-0.0247134527543785
"gamma",-0.00329877285271183,0.011099485701571,0.00154473870337402
"luce",-0.0247134527543785,0.00154473870337402,0.0471903787312728
"alpha",0.00904883027804673,-0.000959617846765541,-0.0014720486121208
"gamma",-0.000959617846765541,0.0234547186491329,-2.93845126916929e-05
"luce",-0.0014720486121208,-2.93845126916929e-05,0.00489532189830807
"alpha",0.0147353261191867,-0.000977384057541324,-0.0148201910803648
"gamma",-0.000977384057541324,0.0130337190069621,-0.00121708139531567
"luce",-0.0148201910803648,-0.00121708139531567,0.0409334421278083
"alpha",0.0294048969589824,0.00131625388130908,-0.0220760174750624
"gamma",0.00131625388130908,0.00596377163073293,0.00295475427473811
"luce",-0.0220760174750624,0.00295475427473811,0.028880234272143
"alpha",0.0161076919902045,-0.000309646996592353,-0.0171712006140578
"gamma",-0.000309646996592353,0.00332044003258781,0.00397617912544543
"luce",-0.0171712006140578,0.00397617912544543,0.0296593870289076
"alpha",0.0401597250037788,-0.000718816669046066,-0.0389119803773585
"gamma",-0.000718816669046066,0.00532765418545709,0.00477173486306346
"luce",-0.0389119803773585,0.00477173486306346,0.0475235169852895
"alpha",0.0212274746985637,-0.00289107621212133,-0.0267733054723069
"gamma",-0.00289107621212133,0.00941403186466346,0.00228180146286448
"luce",-0.0267733054723069,0.00228180146286448,0.0469710245692524
"alpha",0.0288760536721094,-0.0019803063066448,-0.0296434592419055
"gamma",-0.0019803063066448,0.00227581722836772,0.00320966688847632
"luce",-0.0296434592419055,0.00320966688847632,0.0466416740256651
"alpha",0.0281578989224752,-0.00289007591383497,-0.0320810156214602
"gamma",-0.00289007591383497,0.0102571469091246,0.00157344140390486
"luce",-0.0320810156214602,0.00157344140390486,0.0484228213235153
"alpha",0.0192307186223871,-0.00236720837057674,-0.0159952517973323
"gamma",-0.00236720837057674,0.0168248001694484,0.000706057481755803
"luce",-0.0159952517973323,0.000706057481755803,0.0368072833907767
"alpha",0.0061636310493504,0.000600979715885744,-0.00377268961859438
"gamma",0.000600979715885744,0.00330106317305064,0.00105302773012991
"luce",-0.00377268961859438,0.00105302773012991,0.0108780022804211
"alpha",0.0248040828846423,0.00086407865654497,-0.0257494366320459
"gamma",0.00086407865654497,0.00415257436503216,0.00355350770318145
"luce",-0.0257494366320459,0.00355350770318145,0.0399169988461023
"alpha",0.0208715442264057,-0.000640573911463889,-0.0222670266349532
"gamma",-0.000640573911463889,0.000838073334792326,0.00225743513482477
"luce",-0.0222670266349532,0.00225743513482477,0.0341198129085295
"alpha",0.0312366721756976,-0.000421836790344914,-0.0168190217944311
"gamma",-0.000421836790344914,0.0108363064929927,-0.000331545034268477
"luce",-0.0168190217944311,-0.000331545034268477,0.0196392260030301
"alpha",0.00445056741160211,3.79059179531054e-06,-0.00338566958491034
"gamma",3.79059179531054e-06,0.000318354205261287,0.000506053973200819
"luce",-0.00338566958491034,0.000506053973200819,0.0100822841603193
"alpha",0.0277390520521318,0.00516255261713361,-0.00739545461142859
"gamma",0.00516255261713361,0.00815212676162786,0.00220709393758992
"luce",-0.00739545461142859,0.00220709393758992,0.00957267245886577
"alpha",0.0349357636444937,-0.00561834092869074,-0.0321288586761904
"gamma",-0.00561834092869074,0.013768217977302,0.00295749592170052
"luce",-0.0321288586761904,0.00295749592170052,0.0447297635993215
"alpha",0.0238067719514685,-0.0041639708536919,-0.0255800542370869
"gamma",-0.0041639708536919,0.0102202092689892,0.00269258268474723
"luce",-0.0255800542370869,0.00269258268474723,0.037841735838929
"alpha",0.00691208481624821,-0.00144827914685915,-0.00986656734175028
"gamma",-0.00144827914685915,0.0083192841226632,0.000185081356328683
"luce",-0.00986656734175028,0.000185081356328683,0.0259405790096745
"alpha",0.017521798524341,-0.00209698278603957,-0.00809197592050077
"gamma",-0.00209698278603957,0.0188642589754783,0.00170745042488133
"luce",-0.00809197592050077,0.00170745042488133,0.020429782760291
"alpha",0.0225686438290885,-0.00231849567104212,-0.0183248584639937
"gamma",-0.00231849567104212,0.0126020543102565,0.000381650497060322
"luce",-0.0183248584639937,0.000381650497060322,0.0382839864007744
"alpha",0.0319931631671359,0.000673038832212707,-0.0251986310693011
"gamma",0.000673038832212707,0.00543101091651247,0.00309772372298505
"luce",-0.0251986310693011,0.00309772372298505,0.0324686149359368
"alpha",0.0351601152673314,-0.00515933088633424,-0.0180579494376126
"gamma",-0.00515933088633424,0.0134935528597301,0.00151252260962919
"luce",-0.0180579494376126,0.00151252260962919,0.0201775293515696
"alpha",0.00972133857970371,-0.000389578067452308,-0.0137093088116516
"gamma",-0.000389578067452308,0.00502430420468029,0.000144587394223599
"luce",-0.0137093088116516,0.000144587394223599,0.0309227993121581
"alpha",0.0369153194807102,0.00092414871517995,-0.0273526629755037
"gamma",0.00092414871517995,0.00567846625413851,0.00309837163054782
"luce",-0.0273526629755037,0.00309837163054782,0.0313745861394984
"alpha",0.0194398211079316,-0.00213462567675922,-0.0229359048164787
"gamma",-0.00213462567675922,0.00185243728390504,0.00296161362010526
"luce",-0.0229359048164787,0.00296161362010526,0.0394600309671562
"alpha",0.00717524112823893,-0.000804546312883067,-0.00846533058714311
"gamma",-0.000804546312883067,0.00410798729913591,0.000757764485867429
"luce",-0.00846533058714311,0.000757764485867429,0.0192830270168922
"alpha",0.0378383692080014,-0.000687290302548887,-0.0349490030658933
"gamma",-0.000687290302548887,0.00364288878755801,0.00230084176616937
"luce",-0.0349490030658933,0.00230084176616937,0.0415186124645106
"alpha",0.0411202778596977,-0.00350539803798011,-0.0338485742763459
"gamma",-0.00350539803798011,0.00447044457244673,0.00317632798762395
"luce",-0.0338485742763459,0.00317632798762395,0.0431464983882748
"alpha",0.0323570350878227,0.000159271228360111,-0.0343973355360919
"gamma",0.000159271228360111,0.00357174673247479,0.00143533180414101
"luce",-0.0343973355360919,0.00143533180414101,0.0458553682804087
"alpha",0.025169184883775,-0.00336799607257966,-0.0260858597882734
"gamma",-0.00336799607257966,0.0133366448714663,0.00134444111897818
"luce",-0.0260858597882734,0.00134444111897818,0.0493956233265375
"alpha",0.0265824526191846,0.000146500583879409,-0.0133251260024717
"gamma",0.000146500583879409,0.00149979731141344,0.000975757229587043
"luce",-0.0133251260024717,0.000975757229587043,0.0127898098933181
"alpha",0.0139117403211749,0.00241994461209592,-0.00261249266070603
"gamma",0.00241994461209592,0.00975747528796736,0.00179745741162834
"luce",-0.00261249266070603,0.00179745741162834,0.00515959599173517
"alpha",0.0354620993125428,-0.00683364444742541,-0.0353677966719463
"gamma",-0.00683364444742541,0.0151523272928694,0.00500415055782451
"luce",-0.0353677966719463,0.00500415055782451,0.0551501206537715
"alpha",0.020981980698558,-0.00406210432698581,-0.0241448102841541
"gamma",-0.00406210432698581,0.00671032376585671,0.00340225749507839
"luce",-0.0241448102841541,0.00340225749507839,0.0394942568756277
"alpha",0.0226589030999077,-0.00312390357355712,-0.0259575521755411
"gamma",-0.00312390357355712,0.00914315593232535,0.0022533172113344
"luce",-0.0259575521755411,0.0022533172113344,0.0410668928712947
"alpha",0.0128289165730599,-0.00328955128906661,-0.0125050996335969
"gamma",-0.00328955128906661,0.00993410315438925,0.00166952925836134
"luce",-0.0125050996335969,0.00166952925836134,0.0243815101827361
"alpha",0.0319576393433966,-0.00368056842646683,-0.0338393032478772
"gamma",-0.00368056842646683,0.00979413083096028,0.00258707947847501
"luce",-0.0338393032478772,0.00258707947847501,0.0549386489786413
"alpha",0.00548037144038377,-0.000477030041068208,-0.00622374267354995
"gamma",-0.000477030041068208,0.000737243556477469,0.000825083266976705
"luce",-0.00622374267354995,0.000825083266976705,0.0160497798338075
"alpha",0.0337817006968845,-0.00093361038708182,-0.0343215936985156
"gamma",-0.00093361038708182,0.00460883064193018,0.00450143933682323
"luce",-0.0343215936985156,0.00450143933682323,0.0442840332014715
"alpha",0.0121847131737717,-0.000599738100808342,-0.00827468517984475
"gamma",-0.000599738100808342,0.0026360208047765,0.0005524751268202
"luce",-0.00827468517984475,0.0005524751268202,0.0167716207263203
"alpha",0.0174814623574635,-0.00286503248863316,-0.0207453635606282
"gamma",-0.00286503248863316,0.00558164741404771,0.00229102032336485
"luce",-0.0207453635606282,0.00229102032336485,0.0368581126732613
"alpha",0.023110821380671,-0.00153568837464804,-0.0270651357174269
"gamma",-0.00153568837464804,0.00780279543232527,0.00146981303827562
"luce",-0.0270651357174269,0.00146981303827562,0.0476910777783087
"alpha",0.0331964004571868,0.00108850399590607,-0.0203682794974205
"gamma",0.00108850399590607,0.00194829982496912,0.00155883592944595
"luce",-0.0203682794974205,0.00155883592944595,0.0206376847553323
"alpha",0.0346565128875274,-0.00328037409896232,-0.0290566975409867
"gamma",-0.00328037409896232,0.0041968350797574,0.00284251414067808
"luce",-0.0290566975409867,0.00284251414067808,0.0347871291385046
"alpha",0.0197241947808955,-0.00304185816480805,-0.0210799360265979
"gamma",-0.00304185816480805,0.0144426161106562,0.000598942809970197
"luce",-0.0210799360265979,0.000598942809970197,0.0468592412564806
"alpha",0.0174252832015715,-0.000558786040076235,-0.0186015162529984
"gamma",-0.000558786040076235,0.00187154310067546,0.00291871027601992
"luce",-0.0186015162529984,0.00291871027601992,0.0411675514913582
"alpha",0.0293354468775792,-0.00458143746946473,-0.030770410096934
"gamma",-0.00458143746946473,0.0128101932285407,0.00262072238712033
"luce",-0.030770410096934,0.00262072238712033,0.0512803500618464
"alpha",0.0287274610404866,-0.00350262235468171,-0.0167680962258917
"gamma",-0.00350262235468171,0.0195336550889827,0.000957449958033031
"luce",-0.0167680962258917,0.000957449958033031,0.0267075049078142
"alpha",0.0275925575389041,0.000520979963628146,-0.0277696535330061
"gamma",0.000520979963628146,0.00573597687874689,0.00638178808962121
"luce",-0.0277696535330061,0.00638178808962121,0.0469971779267394
"alpha",0.00166750552750004,-0.000304526320958653,-0.00192310673204041
"gamma",-0.000304526320958653,0.00161176301183118,0.000153323108264466
"luce",-0.00192310673204041,0.000153323108264466,0.0123853429883109
"alpha",0.0327197231628909,-8.37373838757801e-05,-0.0293290701447377
"gamma",-8.37373838757801e-05,0.00403723980219621,0.00224702689774916
"luce",-0.0293290701447377,0.00224702689774916,0.0367737683154519
"alpha",0.0247134972525851,-0.00353142036146427,-0.0284098957075615
"gamma",-0.00353142036146427,0.00454143314011115,0.00336422860575322
"luce",-0.0284098957075615,0.00336422860575322,0.0453149843145491
"alpha",0.0133201996078679,-0.000544747741880193,-0.0106889654780726
"gamma",-0.000544747741880193,0.00213083626596281,0.00110697333416608
"luce",-0.0106889654780726,0.00110697333416608,0.0205151063745433
"alpha",0.0561706091572634,7.16360925256614e-05,-0.0486068321240342
"gamma",7.16360925256614e-05,0.00376475086670184,0.0015649019265705
"luce",-0.0486068321240342,0.0015649019265705,0.0502470300748951
"alpha",0.0168401576477085,-0.00172477596569315,-0.0143386581936231
"gamma",-0.00172477596569315,0.0192184786602871,-8.70085704396885e-05
"luce",-0.0143386581936231,-8.70085704396885e-05,0.0349881431755677
"alpha",0.00618604064416465,-0.000210800583473015,-0.00752782037225082
"gamma",-0.000210800583473015,0.00311927867555559,0.000195255546106921
"luce",-0.00752782037225082,0.000195255546106921,0.0168099954333071
"alpha",0.0211060230088367,-0.00264347030766608,-0.021722806691428
"gamma",-0.00264347030766608,0.0111407066106952,0.00161318882474101
"luce",-0.021722806691428,0.00161318882474101,0.0390554858319919
"alpha",0.0301550992172034,-0.00261033702808238,-0.0326182416060934
"gamma",-0.00261033702808238,0.00952458932618054,0.00245299351474288
"luce",-0.0326182416060934,0.00245299351474288,0.0531111255773059
"alpha",0.043727203506415,-0.000485695174660487,-0.0318352314479504
"gamma",-0.000485695174660487,0.00206186117281811,0.0026193424864929
"luce",-0.0318352314479504,0.0026193424864929,0.0368901730613266
"alpha",0.0330741885753639,-0.000584005744476622,-0.0339976230263733
"gamma",-0.000584005744476622,0.00555419531900059,0.00516760846333677
"luce",-0.0339976230263733,0.00516760846333677,0.0496145189205661
"alpha",0.0445097181022785,-0.000363828199936728,-0.035951458788518
"gamma",-0.000363828199936728,0.00190328544477521,0.00286320004544889
"luce",-0.035951458788518,0.00286320004544889,0.0433579861718231
"alpha",0.0197205445285859,-0.00357085029134892,-0.0140845640516481
"gamma",-0.00357085029134892,0.00967083659713828,0.000747787017092041
"luce",-0.0140845640516481,0.000747787017092041,0.0174786953845442
"alpha",0.0202097215770061,-0.00274430287083971,-0.0176806053536889
"gamma",-0.00274430287083971,0.0110491054710197,0.000538941558299736
"luce",-0.0176806053536889,0.000538941558299736,0.0234036201464545
"alpha",0.0188330008174192,0.00114730141823991,-0.0184124563057728
"gamma",0.00114730141823991,0.00434770072345738,0.00183512947804698
"luce",-0.0184124563057728,0.00183512947804698,0.0282495018810395
"alpha",0.00685728423163033,-0.0011081786160901,-0.00430123564783092
"gamma",-0.0011081786160901,0.0118608893292962,-0.00027970683931809
"luce",-0.00430123564783092,-0.00027970683931809,0.015491781566866
"alpha",0.0238594897241349,-8.47284308849311e-05,-0.0255369165636561
"gamma",-8.47284308849311e-05,0.00204292152560711,0.000465275559871265
"luce",-0.0255369165636561,0.000465275559871265,0.0362608773213176
"alpha",0.00618271902215739,-0.00137071793046194,-0.0056097157001615
"gamma",-0.00137071793046194,0.00414183290703837,0.000577177399645563
"luce",-0.0056097157001615,0.000577177399645563,0.0126934979280579
"alpha",0.00576335397007761,-0.000613992846947056,-0.00680637334176088
"gamma",-0.000613992846947056,0.000753105452018839,0.00118441758200785
"luce",-0.00680637334176088,0.00118441758200785,0.0186964077167007
"alpha",0.0380840349988111,0.00132010373578896,-0.0273370576010493
"gamma",0.00132010373578896,0.00417113325553232,0.00065850074012217
"luce",-0.0273370576010493,0.00065850074012217,0.0275828213159792
"alpha",0.0117406268155674,-0.00135023743507362,-0.0152740566593432
"gamma",-0.00135023743507362,0.00729437501419027,0.000624748288272483
"luce",-0.0152740566593432,0.000624748288272483,0.0293902519725551
"alpha",0.016085335768541,0.00011343786711938,-0.0118984945543546
"gamma",0.00011343786711938,0.00571446836022875,0.00342248124775428
"luce",-0.0118984945543546,0.00342248124775428,0.0208811935993886
"alpha",0.0388062711416181,-0.00111183810010405,-0.0408725008570322
"gamma",-0.00111183810010405,0.00325871482003859,0.00542886940904522
"luce",-0.0408725008570322,0.00542886940904522,0.0570684322194974
"alpha",0.0333715535682673,0.00319991723340011,-0.0179025668002363
"gamma",0.00319991723340011,0.00676426194049866,0.0029598542608561
"luce",-0.0179025668002363,0.0029598542608561,0.0207352848077646
"alpha",0.0200794042948589,-0.000182614441556021,-0.0123351711242136
"gamma",-0.000182614441556021,0.00625966492973463,0.00257833366022017
"luce",-0.0123351711242136,0.00257833366022017,0.0260588222420359
"alpha",0.0319340888171238,-0.00168392095100536,-0.0255493528177368
"gamma",-0.00168392095100536,0.0123295733352873,-0.000213410731807647
"luce",-0.0255493528177368,-0.000213410731807647,0.0319727755296929
"alpha",0.0233513631120525,-0.00523447649605076,-0.0278613210694844
"gamma",-0.00523447649605076,0.011120875037756,0.00477663227355068
"luce",-0.0278613210694844,0.00477663227355068,0.0457313025626672
